MASSACHUSETTS GENERAL HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
98300383,HCPR EXCISION VAGINAL CYST/TUMOR,$826.00
98300382,HCPR BIOPSY VAGINAL MUCOSA EXTENSIVE,$513.00
98300381,HCPR BIOPSY VAGINAL MUCOSA SIMPLE,$267.00
98300380,HCPR DESTRUCTION VAGINAL LESIONS SIMPLE,$400.00
98300379,HCPR I&D VAGINAL HEMATOMA NON-OBSTETRICAL,"$1,234.00"
98300378,HCPR COLPOSCOPY VULVA W/BIOPSY,$461.00
98300377,HCPR COLPOSCOPY VULVA,$345.00
98300376,HCPR BIOPSY VULVA/PERINEUM EACH ADDL LESION,$221.00
98300375,HCPR BIOPSY VULVA/PERINEUM 1 LESION SPX,$281.00
98300374,HCPR DESTRUCTION LESIONS VULVA EXTENSIVE,$936.00
98300373,HCPR DESTRUCTION LESIONS VULVA SIMPLE,$468.00
98300372,HCPR MARSUPIALIZATION BARTHOLINS GLAND CYST,$731.00
98300371,HCPR I&D OF BARTHOLINS GLAND ABSCESS,$366.00
98300370,HCPR I&D VULVA/PERINEAL ABSCESS,$728.00
98300369,HCPR PROSTATE NEEDLE BIOPSY ANY APPROACH,$525.00
98300368,HCPR PNXR ASPIR HYDROCELE TUNICA VAGIS W/WO NJX MED,$345.00
98300367,HCPR FORESKN MANJ W/LSS PREPUTIAL ADS&STRETCHING,$231.00
98300366,HCPR BIOPSY PENIS SEPARATE PROCEDURE,$515.00
98300365,HCPR DSTRJ LESION PENIS SIMPLE CRYOSURGERY,$460.00
98300364,HCPR DSTRJ LESION PENIS SIMPLE CHEMICAL,$439.00
98300363,HCPR DILAT FEMALE URETHRA W/SUPPOSITORY&/INSTLJ INI,$170.00
98300361,HCPR DILAT URETHRAL STRIX DILATOR MALE 1ST,$255.00
98300360,HCPR CYSTO W/SIMPLE REMOVAL STONE & STENT,$970.00
98300359,HCPR CYSTOURETHROSCOPY,$493.00
98300358,HCPR COMPLEX UROFLOMETRY,$214.00
98300357,HCPR CHANGE CYSTOSTOMY TUBE SIMPLE,$261.00
98300356,HCPR INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED,$308.00
98300355,HCPR INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE,$345.00
98300354,HCPR INSJ NON-NDWELLG BLADDER CATHETER,$268.00
98300353,HCPR BLDR IRRIGATION SMPL LAVAGE &/INSTLJ,$173.00
98300352,HCPR ASPIRATION BLADDER NEEDLE,$156.00
98300351,HCPR ASPIR &/NJX RENAL CYST/PELVIS NEEDLE PRQ,$386.00
98300349,HCPR REMOVAL TUNNELED INTRAPERITONEAL CATHETER,"$1,517.00"
98300348,HCPR BX ABDL/RETROPERITONEAL MASS PRQ NEEDLE,$613.00
98300346,HCPR DSTRJ LESION ANUS SIMPLE CRYOSURGERY,$702.00
98300345,HCPR DSTRJ LESION ANUS SMPL ELTRDSICCATION,$661.00
98300344,HCPR DSTRJ LESION ANUS SIMPLE CHEMICAL,$684.00
98300343,HCPR ANOSCOPY W/BX SINGLE/MULTIPLE,$374.00
98300342,HCPR ANOSCOPY DX W/WO COLLJ SPEC BR/WA SPX,$331.00
98300341,HCPR HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,$957.00
98300340,HCPR INCISION THROMBOSED HEMORRHOID EXTERNAL,$529.00
98300339,HCPR SIGMOIDOSCOPY FLX DX W/WO COLLJ SPECIMENS,$508.00
98300338,HCPR PROCTOSGMDSC RIGID RMVL 1 LESION SNARE TQ,$459.00
98300337,HCPR PROCTOSGMDSC RGD DX W/WO COLLJ SPEC BR/WA SPX,$379.00
98300336,HCPR CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GUIDE,$187.00
98300335,HCPR GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE,$86.00
98300334,HCPR REMOVAL FOREIGN BODY PHARYNX,$498.00
98300333,HCPR BX NASOPHARYNX SURVEY UNKNOWN PRIMARY LESION,$545.00
98300332,HCPR BIOPSY NASOPHARYNX VISIBLE LESION SIMPLE,$471.00
98300330,HCPR BIOPSY OROPHARYNX,$462.00
98300329,HCPR I&D ABSCESS PERITONSILLAR,$562.00
98300328,HCPR BIOPSY SALIVARY GLAND NEEDLE,$227.00
98300327,HCPR BIOPSY PALATE UVULA,$456.00
98300326,HCPR BIOPSY FLOOR MOUTH,$379.00
98300325,HCPR BIOPSY TONGUE POSTERIOR ONE-THIRD,$465.00
98300324,HCPR BIOPSY TONGUE ANTERIOR TWO-THIRDS,$447.00
98300323,HCPR BIOPSY VESTIBULE MOUTH,$462.00
98300322,HCPR BIOPSY OF LIP,$298.00
98300321,HCPR AXILLARY LYMPHADENECTOMY SUPERFICIAL,"$2,785.00"
98300320,HCPR BX/EXC LYMPH NODE OPEN DEEP AXILLARY NODE,"$1,759.00"
98300319,HCPR BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE,"$1,687.00"
98300318,HCPR BX/EXC LYMPH NODE NEEDLE SUPERFICIAL,$338.00
98300317,HCPR BX/EXC LYMPH NODE OPEN SUPERFICIAL,"$1,023.00"
98300316,HCPR ALLOGENEIC LYMPHOCYTE INFUSIONS,$482.00
98300315,HCPR TRNSPLJ AUTOLOGOUS HEMATOPOIETIC CELLS PER DONOR,$680.00
98300314,HCPR TRNSPLJ ALLOGENEIC HEMATOPOIETIC CELLS PER DONOR,$910.00
98300313,HCPR BONE MARROW BX,$302.00
98300312,HCPR BONE MARROW ASP,$248.00
98300311,HCPR ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX,$87.00
98300310,HCPR DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,$137.00
98300309,HCPR COLLECT BLOOD FROM IMPLANT VENOUS ACCESS DEVICE,$103.00
98300308,HCPR RMVL TUN CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ,$986.00
98300307,HCPR RMVL TUN CVC W/O SUBQ PORT/PMP,$556.00
98300306,HCPR NJX SCLEROSING SOLUTION MULTIPLE VEINS SAME LEG,$542.00
98300305,HCPR NJX SCLEROSING SOLUTION SINGLE VEIN,$465.00
98300304,HCPR 1/MLT NJXS SCLRSG SLNS SPIDER VEINS LIMB/TRUNK,$410.00
98300303,HCPR VNPNXR 3 YEARS/> PHYS/QHP SKILL,$44.00
98300302,HCPR VNPNXR <3 YEARS PHY/QHP SKILL FEMRAL/JUGLAR VEIN,$71.00
98300301,HCPR BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES,$754.00
98300300,HCPR BRNCHSC INCL FLUOR GID DX W/CELL WASHG SPX,$644.00
98300299,HCPR LARYNGOSCOPY FLX/RGD FIBOPT W/STROBOSCOPY,$643.00
98300298,HCPR LARYNGOSCOPY FLEXIBLE FIBEROPTIC W/BIOPSY,$565.00
98300297,HCPR LARYNGOSCOPY FLEXIBLE FIBEROPTIC DIAGNOSTIC,$353.00
98300296,HCPR INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE,$556.00
98300295,HCPR NASAL/SINUS NDSC SURG W/BX POLYPECT/DBRDMT SPX,$646.00
98300294,HCPR NASAL ENDOSCOPY DIAGNOSTIC UNI/BI SPX,$285.00
98300293,HCPR CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY SUBSQ,$545.00
98300292,HCPR CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY 1ST,$421.00
98300291,HCPR CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,$318.00
98300290,HCPR CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,$224.00
98300289,HCPR REMOVAL FOREIGN BODY INTRANASAL OFFICE PROCEDURE,$505.00
98300288,HCPR EXCISION NASAL POLYP SIMPLE,$529.00
98300287,HCPR BIOPSY INTRANASAL,$279.00
98300286,HCPR DRAINAGE ABSCESS/HEMATOMA NASAL SEPTUM,$485.00
98300285,HCPR APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,$115.00
98300284,HCPR STRAPPING UNNA BOOT,$144.00
98300283,HCPR STRAPPING TOES,$107.00
98300282,HCPR STRAPPING ANKLE &/FOOT,$98.00
98300281,HCPR APPLICATION SHORT LEG SPLINT CALF FOOT,$203.00
98300280,HCPR APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,$204.00
98300279,HCPR APPLICATION SHORT LEG CAST BELOW KNEE-TOE,$247.00
98300278,HCPR APPLICATION LONG LEG CAST WALKER/AMBULATORY TYPE,$433.00
98300277,HCPR APPLICATION LONG LEG CAST THIGH-TOE,$411.00
98300276,HCPR APPLICATION FINGER SPLINT DYNAMIC,$133.00
98300275,HCPR APPLICATION FINGER SPLINT STATIC,$114.00
98300274,HCPR APPLICATION SHORT ARM SPLINT DYNAMIC,$196.00
98300273,HCPR APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,$162.00
98300272,HCPR APPLICATION LONG ARM SPLINT SHOULDER HAND,$242.00
98300271,HCPR APPLICATION CAST FINGER,$206.00
98300270,HCPR APPLICATION CAST ELBOW FINGER SHORT ARM,$256.00
98300269,HCPR APPLICATION CAST SHOULDER HAND LONG ARM,$280.00
98300268,HCPR CLTX INTERPHALANGEAL JOINT DISLOCATION W/O ANES,$364.00
98300267,HCPR CLTX METATARSOPHLNGL JT DISLC W/O ANES,$449.00
98300266,HCPR CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,$790.00
98300265,HCPR CLOSED TX TALOTARSAL JOINT DISLC W/O ANES,$636.00
98300264,HCPR CLTX TARSAL DISLC OTH/THN TALOTARSAL W/O ANES,$723.00
98300263,HCPR CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,$595.00
98300262,HCPR CLTX FX PHLX/PHLG OTH/THN GRT TOE W/O MANJ,$503.00
98300261,HCPR CLTX FX GRT TOE PHLX/PHLG W/MANJ,$624.00
98300260,HCPR CLTX FX GRT TOE PHLX/PHLG W/O MANJ,$524.00
98300259,HCPR CLTX METAR FX W/MANJ,$931.00
98300258,HCPR CLOSED TX METATARSAL FRACTURE W/O MANIPULATION,$851.00
98300257,HCPR TX TARSAL BONE FX XCP TALUS&CALCN W/O MANJ,$799.00
98300256,HCPR CLOSED TX TALUS FRACTURE W/O MANIPULATION,$870.00
98300255,HCPR CLOSED TX CALCANEAL FRACTURE W/O MANIPULATION,$943.00
98300254,HCPR REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,$733.00
98300253,HCPR INCISION&DRAINAGE BURSA FOOT,$690.00
98300252,HCPR CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA,"$1,498.00"
98300251,HCPR CLTX PROX TIBFIB JT DISLC W/O ANES,"$1,438.00"
98300250,HCPR CLTX FX W8 BRG ARTCLR PRTN DSTL TIBIA W/O MANJ,"$1,254.00"
98300249,HCPR CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION,"$1,190.00"
98300248,HCPR CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/O MANJ,"$1,240.00"
98300247,HCPR CLTX DSTL FIBULAR FX LAT MALLS W/MANJ,"$1,569.00"
98300246,HCPR CLTX DSTL FIBULAR FX LAT MALLS W/O MANJ,"$1,179.00"
98300245,HCPR CLTX PROX FIBULA/SHFT FX W/O MANJ,"$1,151.00"
98300244,HCPR CLOSED TREATMENT PST MALLEOLUS FRACTURE W/O MANJ,"$1,170.00"
98300243,HCPR CLTX MEDIAL MALLEOLUS FX W/O MANIPULATION,"$1,252.00"
98300242,HCPR CLTX TIBIAL SHAFT FX W/O MANIPULATION,"$1,308.00"
98300241,HCPR RAD RESCJ TUM SOFT TISSUE LEG/ANKLE 5 CM/>,"$5,107.00"
98300240,HCPR RAD RESECTION TUMOR SOFT TISSUE LEG/ANKLE <5CM,"$4,116.00"
98300239,HCPR CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,"$1,356.00"
98300238,HCPR CLOSED TX KNEE DISLOCATION W/O ANESTHESIA,"$1,915.00"
98300237,HCPR CLTX TIBIAL FX PROXIMAL W/O MANIPULATION,"$1,356.00"
98300236,HCPR CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,"$1,215.00"
98300235,HCPR CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/O MANJ,"$2,012.00"
98300234,HCPR CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/O MANJ,"$2,031.00"
98300233,HCPR CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,"$1,951.00"
98300232,HCPR RAD RESECTION TUMOR SOFT TIS THIGH/KNEE 5 CM/>,"$6,265.00"
98300231,HCPR RAD RESECT TUMOR SOFT TISSUE THIGH/KNEE <5CM,"$4,181.00"
98300230,HCPR BIOPSY SOFT TISSUE THIGH/KNEE AREA DEEP,"$1,619.00"
98300229,HCPR ARTHRT KNE W/EXPL DRG/RMVL FB,"$2,965.00"
98300228,HCPR CLOSED TX FEMORAL FRACTURE PROX HEAD W/O MANJ,"$1,766.00"
98300227,HCPR CLTX HIP DISLOCATION TRAUMATIC W/O ANESTHESIA,"$1,201.00"
98300226,HCPR CLTX INTER/PERI/SUBTROCHANTERIC FEM FX W/O MANJ,"$1,879.00"
98300225,HCPR CLTX FEM FX PROX END NCK W/O MANJ,"$1,927.00"
98300224,HCPR CLTX ACETABULUM HIP/SOCKT FX W/O MANJ,"$2,139.00"
98300223,HCPR CLOSED TREATMENT COCCYGEAL FRACTURE,$779.00
98300220,HCPR EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM,"$1,468.00"
98300219,HCPR EXCISION TUMOR SOFT TISSUE PELVIS&HIP SUBQ 3CM/>,"$1,895.00"
98300218,HCPR BIOPSY SOFT TISSUE PELVIS&HIP DEEP/SUBFSCAL/IM,"$2,797.00"
98300217,HCPR BIOPSY SOFT TISSUE PELVIS&HIP AREA SUPERFICIAL,$810.00
98300216,HCPR AMP F/TH 1/2 JT/PHALANX W/NEURECT W/DIR CLSR,"$2,677.00"
98300215,HCPR CLTX IPHAL JT DISLC W/MANJ W/O ANES,"$1,038.00"
98300214,HCPR CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA,"$1,114.00"
98300213,HCPR CLTX DSTL PHLNGL FX FNGR/THMB W/O MANJ EA,$762.00
98300212,HCPR CLTX METACARPOPHALANGEAL DISLC W/MANJ W/O ANES,"$1,235.00"
98300211,HCPR CLTX METACARPAL FX W/O MANIPULATION EACH BONE,"$1,145.00"
98300210,HCPR RPR/ADVMNT FLXR TDN N/Z/2 W/O FR GRAFT EA TENDON,"$3,435.00"
98300209,HCPR DRAINAGE FINGER ABSCESS COMPLICATED,$757.00
98300208,HCPR DRAINAGE FINGER ABSCESS SIMPLE,$565.00
98300207,HCPR CLOSED TREATMENT ULNAR STYLOID FRACTURE,"$1,231.00"
98300206,HCPR CLTX CARPAL BONE FX W/O MANJ EACH BONE,"$1,153.00"
98300205,HCPR CLOSED TX CARPAL SCAPHOID FRACTURE W/O MANJ,"$1,146.00"
98300204,HCPR CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ,"$1,288.00"
98300203,HCPR CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/O MAN,"$1,036.00"
98300202,HCPR CLOSED TX ULNAR SHAFT FRACTURE W/O MANIPULATION,$982.00
98300201,HCPR CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION,"$1,034.00"
98300200,HCPR RAD RESCJ TUM SOFT TISSUE FOREARM&/WRIST 3 CM/>,"$4,690.00"
98300199,HCPR RAD RESECT TUMOR SOFT TISS FOREARM&/WRIST <3 CM,"$3,591.00"
98300198,HCPR CLOSED TX ULNAR FRACTURE PROXIMAL END W/O MANJ,"$1,082.00"
98300197,HCPR CLOSED TX RADIAL HEAD/NECK FX W/O MANIPULATION,$993.00
98300196,HCPR CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,$391.00
98300195,HCPR TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,"$1,353.00"
98300194,HCPR CLTX HUMERAL CONDYLAR FX MEDIAL/LAT W/O MANJ,"$1,260.00"
98300193,HCPR CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/O MANJ,"$1,185.00"
98300192,HCPR CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/WO MANJ,"$1,415.00"
98300191,HCPR CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION,"$1,343.00"
98300190,HCPR RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW 5CM/>,"$5,336.00"
98300189,HCPR RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW <5CM,"$4,166.00"
98300188,HCPR INCISION&DRAINAGE UPPER ARM/ELBOW BURSA,$658.00
98300187,HCPR I&D UPPER ARM/ELBOW DEEP ABSCESS/HEMATOMA,$876.00
98300186,HCPR CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,"$1,176.00"
98300185,HCPR CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ,"$1,057.00"
98300184,HCPR CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION,"$1,270.00"
98300183,HCPR CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,$988.00
98300182,HCPR CLSD TX STERNOCLAVICULAR DISLC W/O MANIPULATION,$958.00
98300181,HCPR CLSD TX CLAVICULAR FRACTURE W/O MANIPULATION,$916.00
98300180,HCPR RAD RESECTION TUMOR SOFT TISSUE SHOULDER 5 CM/>,"$5,756.00"
98300179,HCPR RAD RESECTION TUMOR SOFT TISSUE SHOULDER <5CM,"$4,589.00"
98300178,HCPR EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM,"$1,331.00"
98300177,HCPR EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ 3 CM/>,"$1,695.00"
98300173,HCPR RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK 5CM/>,"$5,657.00"
98300172,HCPR RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK <5CM,"$4,140.00"
98300171,HCPR EXCISION TUMOR SOFT TIS BACK/FLANK SUBQ 3 CM/>,"$1,893.00"
98300170,HCPR EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,"$1,484.00"
98300169,HCPR RAD RESECT TUMOR SOFT TISS NECK/ANT THORAX 5CM/>,"$5,388.00"
98300168,HCPR RAD RESECT TUMOR SOFT TISS NECK/ANT THORAX <5CM,"$3,859.00"
98300167,HCPR EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM,"$1,249.00"
98300166,HCPR EXC TUMOR SOFT TIS NECK/ANT THORAX SUBQ 3 CM/>,"$1,798.00"
98300165,HCPR CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION,$550.00
98300164,HCPR CLOSED TX NASAL FRACTURE W/O STABILIZATION,$624.00
98300163,HCPR CLOSED TREATMENT NASAL FRACTURE W/O MANIPULATION,$106.00
98300162,HCPR RAD RESECTION TUMOR SOFT TISS FACE/SCALP 2 CM/<,"$4,127.00"
98300161,HCPR RAD RESECTION TUMOR SOFT TISS FACE/SCALP < 2CM,"$2,877.00"
98300160,HCPR EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL 2 CM/>,"$2,123.00"
98300159,HCPR EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL <2CM,"$1,638.00"
98300158,HCPR EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ 2 CM/>,"$1,382.00"
98300157,HCPR EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ <2CM,"$1,070.00"
98300156,HCPR REMOVAL IMPLANT SUPERFICIAL SEPARATE PROCEDURE,$606.00
98300155,HCPR APPL CRANIAL TONG/STRTCTC FRAME W/REMOVAL SPX,$970.00
98300154,HCPR ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ,$168.00
98300153,HCPR ARTHROCENTESIS ASPIR&/INJECTION INTERM JT/BURS W/O US,$191.00
98300152,HCPR ARTHROCENTESIS ASPIR&/INJECTION SMALL JT/BURSA,$160.00
98300151,HCPR INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES,$174.00
98300150,HCPR INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,$153.00
98300149,HCPR INJECTION SINGLE TENDON ORIGIN/INSERTION,$171.00
98300148,HCPR INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS,$183.00
98300147,HCPR INJECTION THERAPEUTIC CARPAL TUNNEL,$231.00
98300146,HCPR INJECTION SINUS TRACT THERAPEUTIC SEPARATE PROC,$341.00
98300145,HCPR BIOPSY BONE TROCAR/NEEDLE DEEP,$439.00
98300144,HCPR BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,$292.00
98300143,HCPR BIOPSY MUSCLE PERCUTANEOUS NEEDLE,$241.00
98300142,HCPR BIOPSY MUSCLE DEEP,$624.00
98300141,HCPR BIOPSY MUSCLE SUPERFICIAL,$382.00
98300140,HCPR NIPPLE/AREOLA RECONSTRUCTION,"$2,749.00"
98300139,HCPR MAMMAPLASTY AUGMENTATION W/O PROSTHETIC IMPLANT,"$1,997.00"
98300138,HCPR EXCISION CHEST WALL TUMOR INCLUDING RIBS,"$4,828.00"
98300137,HCPR BIOPSY BREAST OPEN INCISIONAL,$889.00
98300136,HCPR BX BREAST NEEDLE CORE W/O IMAGING GUIDANCE SPX,$275.00
98300135,HCPR MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP,"$1,246.00"
98300134,HCPR PUNCTURE ASPIRATION BREAST EACH ADDITIONAL CYST,$129.00
98300133,HCPR PUNCTURE ASPIRATION CYST BREAST,$174.00
98300132,HCPR DESTRUCTION MAL LESION F/E/E/N/L/M 2.1-3.0CM,$732.00
98300131,HCPR DESTRUCTION MAL LESION F/E/E/N/L/M 1.1-2.0CM,$587.00
98300130,HCPR DESTRUCTION MAL LESION F/E/E/N/L/M 0.6-1.0CM,$511.00
98300129,HCPR DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,$374.00
98300128,HCPR DESTRUCTION MALIGNANT LESION S/N/H/F/G 2.1-3.0CM,$589.00
98300127,HCPR DESTRUCTION MALIGNANT LESION S/N/H/F/G 1.1-2.0CM,$521.00
98300126,HCPR DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.6-1.0CM,$454.00
98300125,HCPR DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.5 CM/>,$410.00
98300124,HCPR DESTRUCTION MAL LESION TRUNK/ARM/LEG 2.1-3.0CM,$527.00
98300123,HCPR DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,$476.00
98300122,HCPR DESTRUCTION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,$376.00
98300121,HCPR DESTRUCTION MALIGNANT LESION T/A/L 0.5 CM/<,$288.00
98300120,HCPR CHEMICAL CAUTERIZATION GRANULATION TISSUE,$151.00
98300119,HCPR DESTRUCTION BENIGN LESIONS 15/>,$356.00
98300118,HCPR DESTRUCTION BENIGN LESIONS UP TO 14,$292.00
98300117,HCPR DESTRUCTION PREMALIGNANT LESION 15/>,$489.00
98300116,HCPR DESTRUCTION PREMALIGNANT LESION 2-14 EA,$33.00
98300115,HCPR DESTRUCTION PREMALIGNANT LESION 1ST,$220.00
98300114,HCPR DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ LARGE,$540.00
98300113,HCPR DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ MEDIUM,$450.00
98300112,HCPR DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ SMALL,$222.00
98300111,HCPR INITIAL TX 1ST DEGREE BURN LOCAL TX,$182.00
98300110,HCPR DERMABRASION SEGMENTAL FACE,"$1,786.00"
98300109,HCPR DELAY FLAP/SECTIONING FLAP F/C/C/N/AX/G/H/F,"$1,342.00"
98300108,HCPR REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,$889.00
98300107,HCPR REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,$836.00
98300106,HCPR REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,$703.00
98300105,HCPR REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,$823.00
98300104,HCPR REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,$617.00
98300103,HCPR REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,$974.00
98300102,HCPR REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,$846.00
98300101,HCPR REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,$803.00
98300100,HCPR REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,$630.00
98300099,HCPR TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,$557.00
98300098,HCPR TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,$767.00
98300097,HCPR SIMPLE REPAIR F/E/E/N/L/M 20.1CM-30.0 CM,$684.00
98300096,HCPR SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,$772.00
98300095,HCPR SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,$626.00
98300094,HCPR SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,$503.00
98300093,HCPR SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,$424.00
98300092,HCPR SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,$371.00
98300091,HCPR SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,$621.00
98300090,HCPR SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,$723.00
98300089,HCPR SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,$574.00
98300088,HCPR SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,$466.00
98300087,HCPR SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,$399.00
98300086,HCPR SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,$360.00
98300085,HCPR INSJ NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,$330.00
98300084,HCPR REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,$374.00
98300083,HCPR TATTOOING INCL MICROPIGMENTATION 6.0 CM/<,$463.00
98300082,HCPR INJECTION INTRALESIONAL >7 LESIONS,$196.00
98300081,HCPR INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,$126.00
98300080,HCPR WEDGE EXCISION SKIN NAIL FOLD,$388.00
98300079,HCPR REPAIR NAIL BED,$512.00
98300078,HCPR BIOPSY NAIL UNIT SEPARATE PROCEDURE,$314.00
98300077,HCPR EXCISION NAIL MATRIX PERMANENT REMOVAL,$674.00
98300076,HCPR EVACUATION SUBUNGUAL HEMATOMA,$135.00
98300075,HCPR AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,$81.00
98300074,HCPR AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,$222.00
98300073,HCPR DEBRIDEMENT NAIL ANY METHOD 6/>,$98.00
98300072,HCPR DEBRIDEMENT NAIL ANY METHOD 1-5,$58.00
98300071,HCPR TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,$30.00
98300070,HCPR EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,"$1,599.00"
98300069,HCPR EXCISION MALIGNANT LES F/E/E/N/L 3.1-4.0 CM,"$1,157.00"
98300068,HCPR EXCISION MALIGNANT LES F/E/E/N/L 2.1-3.0 CM/<,$938.00
